taskId,taskName,User,Complexity Scale,Total Duration
11775,Task2,C,51,13.76
11776,Task2,D,15,14
11777,Task2,A,60,14.26
11778,Task2,B,19,5.89
11779,Task2,C,69,14.61
11780,Task2,D,51,14.27
11781,Task2,A,48,8.16
11782,Task1,B,7,4.81
11783,Task2,C,21,6.08
11784,Task2,D,27,9.76
11785,Task2,A,34,13.79
11786,Task2,B,18,4.5
11787,Task2,C,37,11.31
11788,Task2,D,45,12.55
11789,Task2,A,19,4.38
11790,Task2,B,37,13.23
11791,Task1,C,2,1.37
11792,Task2,D,42,8
11793,Task2,A,54,13.16
11794,Task2,B,27,8.25
11795,Task2,C,33,5.6
11796,Task2,D,13,3.09
11797,Task2,A,30,13.89
11798,Task2,B,75,11.67
11799,Task1,C,7,4.44
11800,Task2,D,32,9.49
11801,Task2,A,14,4.97
11802,Task2,B,23,6.91
11803,Task1,C,10,3.74
11804,Task2,D,27,6.2
11805,Task1,A,4,2.65
11806,Task2,B,55,16.17
11807,Task2,C,24,5.67
11808,Task2,D,54,13.95
11809,Task1,A,11,7.89
11810,Task2,B,20,5.05
11811,Task2,C,49,16.47
11812,Task2,D,26,8.01
11813,Task2,A,70,21.71
11814,Task2,B,29,6.1
11815,Task1,C,13,4
11816,Task2,D,26,4.27
11817,Task2,A,13,5.31
11818,Task2,B,34,9.56
11819,Task1,C,33,16.17
11820,Task2,D,21,7.13
11821,Task2,A,34,13.17
11822,Task2,B,37,10.28
11823,Task2,C,60,11.85
11824,Task1,D,5,5.61
11825,Task1,A,10,10.82
11826,Task1,B,5,4.89
11827,Task2,C,42,7.68
11828,Task2,D,43,9.56
11829,Task2,A,18,6.12
11830,Task2,B,41,9.3
11831,Task2,C,25,6.26
11832,Task1,D,27,9.03
11833,Task2,A,29,8.83
11834,Task2,B,134,34.57
11835,Task1,C,18,5.95
11836,Task2,D,22,7.11
11837,Task2,A,47,14.21
11838,Task2,B,24,6.46
11839,Task2,C,33,5.54
11840,Task2,D,28,5.33
11841,Task2,A,43,14.1
11842,Task2,B,44,11.04
11843,Task2,C,13,8.02
11844,Task2,D,23,5.14
11845,Task1,A,4,2.33
11846,Task2,B,38,6.52
11847,Task1,C,8,5.44
11848,Task2,D,39,11.78
11849,Task1,A,10,7.73
11850,Task2,B,28,8.04
11851,Task1,C,3,1.55
11852,Task1,D,10,6.94
11853,Task2,A,14,3.15
11854,Task2,B,23,4.65
11855,Task2,C,48,13.08
11856,Task2,D,46,10.03
11857,Task2,A,41,9.77
11858,Task2,B,25,6.81
11859,Task2,C,21,5.49
11860,Task2,D,21,6.94
11861,Task2,A,20,11.05
11862,Task2,B,19,3.57
11863,Task2,C,44,8.64
11864,Task2,D,13,3.17
11865,Task2,A,23,4.67
11866,Task2,B,60,8.14
11867,Task2,C,49,11.02
11868,Task2,D,30,7.02
11869,Task2,A,32,9.59
11870,Task2,B,6,2.77
11871,Task2,C,24,14.05
11872,Task2,D,22,4.48
11873,Task2,A,46,11.86
11874,Task2,B,34,6.23
11875,Task2,C,10,6.5
11876,Task2,D,37,9.39
11877,Task2,A,13,2.88
11878,Task2,B,36,9.96
11879,Task2,C,22,7.98
11880,Task2,D,16,2.69
11881,Task2,A,40,10.79
11882,Task2,B,26,6.49
11883,Task2,C,14,2.34
11884,Task2,D,33,9.19
11885,Task2,A,15,3.17
11886,Task2,B,55,9.1
11887,Task2,C,54,9.07
11888,Task2,D,18,3.04
11889,Task2,A,37,8.18
11890,Task2,B,11,3.86
11891,Task2,C,26,8.48
11892,Task2,D,23,7.89
11893,Task2,A,21,9.39
11894,Task2,B,23,8.2
11895,Task2,C,23,3.98
11896,Task1,D,13,4.43
11897,Task2,A,24,5.69
11898,Task2,B,32,9.51
11899,Task2,C,26,10.59
11900,Task1,D,5,3.04
11901,Task2,A,19,14.84
11902,Task2,B,13,3.11
11903,Task2,C,26,6.74
11904,Task2,D,41,6.26
11905,Task1,A,37,12.14
11906,Task2,B,53,24.66
11907,Task2,C,12,6.08
11908,Task2,D,13,8.12
11909,Task2,A,13,5.37
11910,Task2,B,27,8.44
11911,Task2,C,27,5.5
11912,Task2,D,15,6.59
11913,Task2,A,10,7.27
11914,Task2,B,30,12.06
11915,Task1,C,11,4.59
11916,Task1,D,2,1.05
11917,Task2,A,95,16.15
11918,Task1,B,4,4.51
11919,Task2,C,44,14.57
11920,Task2,D,15,4.34
11921,Task2,A,17,6.51
11922,Task2,B,9,3.94
11923,Task2,C,42,9.65
11924,Task1,D,7,2.24
11925,Task2,A,13,5.8
11926,Task2,B,17,4.08
11927,Task2,C,39,12.55
11928,Task2,D,10,2.2
11929,Task2,A,35,10.47
11930,Task2,B,31,4.29
11931,Task2,C,18,4.48
11932,Task2,D,21,6.05
11933,Task2,A,37,9.31
11934,Task2,B,25,5.64
11935,Task1,C,10,6.83
11936,Task2,D,53,7.56
11937,Task1,A,30,11.49
11938,Task2,B,13,3.68
11939,Task2,C,84,20.38
11940,Task2,D,38,13.06
11941,Task2,A,17,9.74
11942,Task2,B,13,3.1
11943,Task2,C,27,14.29
11944,Task2,D,43,12.15
11945,Task2,A,24,3.45
11946,Task2,B,24,6.8
11947,Task2,C,37,11.04
11948,Task2,D,24,7.27
11949,Task1,A,6,6.28
11950,Task2,B,11,5.37
11951,Task2,C,16,4.43
11952,Task2,D,28,7.6
11953,Task2,A,51,11.41
11954,Task2,B,57,18.8
11955,Task2,C,34,6.73
11956,Task2,D,112,15.83
11957,Task2,A,34,9.91
11958,Task2,B,24,7.54
11959,Task1,C,18,5.99
11960,Task2,D,18,7.03
11961,Task2,A,44,6.84
11962,Task2,B,16,8.85
11963,Task1,C,7,3.69
11964,Task1,D,4,1.32
11965,Task2,A,17,11.55
11966,Task2,B,36,14.22
11967,Task2,C,21,5.85
11968,Task2,D,25,8.41
11969,Task1,A,4,4.85
11970,Task2,B,30,8.58
11971,Task2,C,25,5.98
11972,Task2,D,16,5.75
11973,Task2,A,22,4.25
11974,Task2,B,17,6.08
11975,Task2,C,33,9.21
11976,Task2,D,33,7.89
11977,Task2,A,56,18.59
11978,Task2,B,36,8.52
11979,Task1,C,21,7.39
11980,Task1,D,10,5.94
11981,Task2,A,30,7.7
11982,Task2,B,24,5.22
11983,Task2,C,26,9.76
11984,Task2,D,58,13.31
11985,Task2,A,40,8.53
11986,Task2,B,10,4.29
11987,Task2,C,8,1.53
11988,Task1,D,8,2.39
11989,Task2,A,32,13.36
11990,Task2,B,58,19.9
11991,Task1,C,4,1.57
11992,Task2,D,26,11.48
11993,Task2,A,14,5.36
11994,Task2,B,38,8.72
11995,Task2,C,8,9.38
11996,Task2,D,38,21.47
11997,Task2,A,27,8.24
11998,Task2,B,28,7.31
11999,Task2,C,28,5.04
12000,Task2,D,53,10.26
12001,Task2,A,28,9.56
12002,Task1,B,6,4.38
12003,Task2,C,26,5.76
12004,Task1,D,5,3.2
12005,Task2,A,23,15.98
12006,Task2,B,36,13.81
12007,Task2,C,20,4.98
12008,Task1,D,5,2.51
12009,Task1,A,2,0.73
12010,Task1,B,6,4.9
12011,Task2,C,12,4.87
12012,Task2,D,14,8.12
12013,Task2,A,43,10.52
12014,Task2,B,34,6.04
12015,Task2,C,22,9.06
12016,Task2,D,57,16.57
12017,Task2,A,19,7.02
12018,Task2,B,78,19.22
12019,Task2,C,26,15.85
12020,Task2,D,11,3.23
12021,Task2,A,29,11.32
12022,Task2,B,31,5.6
12023,Task2,C,52,13.56
12024,Task2,D,30,15.36
12025,Task1,A,16,8.92
12026,Task2,B,26,5.9
12027,Task1,C,4,3.02
12028,Task2,D,11,5.78
12029,Task2,A,22,8.26
12030,Task2,B,10,5.43
12031,Task2,C,42,22.94
12032,Task1,D,20,10.98
12033,Task2,A,16,4.17
12034,Task2,B,34,11.24
12035,Task2,C,46,12.03
12036,Task2,D,13,2.08
12037,Task2,A,85,15.19
12038,Task2,B,25,10.7
12039,Task2,C,9,5.7
12040,Task1,D,6,2.26
12041,Task1,A,8,5.31
12042,Task1,B,21,10.64
12043,Task2,C,30,7.52
12044,Task2,D,20,6.95
12045,Task2,A,8,1.93
12046,Task1,B,7,3.35
12047,Task2,C,39,16.57
12048,Task2,D,34,7.2
12049,Task2,A,28,10.23
12050,Task2,B,28,9.23
12051,Task1,C,17,9.44
12052,Task2,D,23,6.06
12053,Task2,A,40,11.1
12054,Task1,B,13,4.17
12055,Task2,C,12,4.63
12056,Task2,D,27,8.39
12057,Task2,A,16,5.05
12058,Task2,B,12,4.02
12059,Task2,C,28,6.01
12060,Task2,D,31,11.43
12061,Task2,A,28,12.2
12062,Task2,B,15,4.33
12063,Task2,C,76,20.96
12064,Task2,D,19,7.25
12065,Task2,A,11,2.57
12066,Task2,B,49,10.04
12067,Task2,C,12,6.88
12068,Task2,D,74,14.5
12069,Task2,A,22,7.66
12070,Task2,B,26,6.34
12071,Task2,C,43,9.6
12072,Task2,D,18,5.02
12073,Task2,A,15,11.58
12074,Task2,B,28,8.73
12075,Task2,C,18,7.8
12076,Task1,D,15,7.71
12077,Task2,A,21,5.37
12078,Task2,B,48,22.74
12079,Task2,C,12,2.51
12080,Task2,D,23,4.23
12081,Task2,A,36,8.63
12082,Task2,B,22,7.94
12083,Task2,C,27,7.69
12084,Task2,D,54,10.35
12085,Task1,A,10,4.89
12086,Task2,B,72,3.02
12087,Task2,C,14,5.48
12088,Task2,D,26,5.75
12089,Task2,A,19,7.38
12090,Task2,B,36,6.25
12091,Task2,C,31,10.3
12092,Task1,D,6,7.16
12093,Task2,A,49,10.9
12094,Task1,B,13,8.02
12095,Task1,C,14,11.21
12096,Task2,D,34,10.31
12097,Task1,A,21,9.47
12098,Task2,B,24,7.05
12099,Task2,C,77,13.6
12100,Task2,D,24,5.51
12101,Task2,A,34,6.36
12102,Task2,B,35,9.65
12103,Task2,C,38,10.41
12104,Task2,D,30,6.42
12105,Task2,A,32,6.94
12106,Task2,B,32,6.43
12107,Task2,C,15,5.21
12108,Task2,D,43,14.04
12109,Task2,A,70,17.77
12110,Task2,B,12,4.3
12111,Task1,C,6,5.17
12112,Task2,D,44,9.23
12113,Task2,A,59,13.52
12114,Task2,B,38,7.05
12115,Task2,C,72,26
12116,Task1,D,8,5.06
12117,Task2,A,27,11.56
12118,Task2,B,14,4.43
12119,Task1,C,3,3.37
12120,Task1,D,9,4.1
12121,Task2,A,31,6.13
12122,Task2,B,27,15.19
12123,Task2,C,17,3.17
12124,Task2,D,27,7.29
12125,Task1,A,2,0.98
12126,Task2,B,44,15.96
12127,Task2,C,28,8.59
12128,Task2,D,14,5.89
12129,Task2,A,30,9.29
12130,Task1,B,27,15.82
12131,Task2,C,22,5.65
12132,Task2,D,28,8.43
12133,Task2,A,20,7.12
12134,Task2,B,27,3.55
12135,Task2,C,37,11.32
12136,Task2,D,40,12.85
12137,Task2,A,31,7.97
12138,Task1,B,6,2.96
12139,Task2,C,58,20.24
12140,Task2,D,37,9.94
12141,Task2,A,31,6.05
12142,Task1,B,5,2.81
12143,Task2,C,33,8.56
12144,Task2,D,38,14.94
12145,Task2,A,48,10.38
12146,Task2,B,27,7.2
12147,Task2,C,24,6.33
12148,Task2,D,13,1.62
12149,Task2,A,27,5.04
12150,Task2,B,33,5.8
12151,Task1,C,13,8.48
12152,Task2,D,40,9.8
12153,Task1,A,4,4.14
12154,Task2,B,28,5.56
12155,Task2,C,19,6.08
12156,Task1,D,3,1.62
12157,Task2,A,25,6.88
12158,Task1,B,2,1.67
12159,Task2,C,41,10.18
12160,Task1,D,11,5.32
12161,Task2,A,56,12.97
12162,Task2,B,46,14.84
12163,Task1,C,45,21.8
12164,Task2,D,25,4.81
12165,Task2,A,29,16.48
12166,Task2,B,7,1.47
12167,Task1,C,8,4.9
12168,Task1,D,13,9.83
12169,Task2,A,27,7.82
12170,Task2,B,21,7.31
12171,Task2,C,17,10.55
12172,Task1,D,3,4.63
12173,Task2,A,34,8
12174,Task2,B,16,2.54
12175,Task2,C,26,10.08
12176,Task1,D,10,3.11
12177,Task2,A,14,3.25
12178,Task2,B,36,7.92
12179,Task2,C,13,4.24
12180,Task1,D,15,7.24
12181,Task2,A,28,9.11
12182,Task2,B,25,7.37
12183,Task2,C,27,8.62
12184,Task2,D,28,6.59
12185,Task2,A,47,13.46
12186,Task2,B,28,9.17
12187,Task1,C,9,4.47
12188,Task2,D,36,13.95
12189,Task2,A,17,5.15
12190,Task2,B,42,9.76
12191,Task2,C,27,7.21
12192,Task2,D,46,11.52
12193,Task1,A,4,4.3
12194,Task2,B,19,7.69
12195,Task2,C,10,4.85
12196,Task1,D,4,2.17
12197,Task2,A,39,11.33
12198,Task1,B,5,3.68
12199,Task1,C,4,1.97
12200,Task2,D,27,7.35
12201,Task1,A,13,9.38
12202,Task2,B,20,5.09
12203,Task1,C,9,2.67
12204,Task2,D,20,5.63
12205,Task2,A,42,14.04
12206,Task2,B,38,8.76
12207,Task2,C,17,5.29
12208,Task2,D,42,10.57
12209,Task2,A,44,10.69
12210,Task2,B,84,24.96
12211,Task2,C,33,9.02
12212,Task2,D,36,19.81
12213,Task2,A,29,7.42
12214,Task2,B,40,18.52
12215,Task2,C,56,19.16
12216,Task2,D,50,11.25
12217,Task1,A,14,7.11
12218,Task1,B,6,3.05
12219,Task2,C,39,9.3
12220,Task2,D,15,5.36
12221,Task2,A,27,5.15
12222,Task2,B,24,6.06
12223,Task1,C,4,6.43
12224,Task1,D,6,3.04
12225,Task2,A,41,10.83
12226,Task2,B,47,8.11
12227,Task2,C,13,4.73
12228,Task2,D,30,8.34
12229,Task2,A,19,5.56
12230,Task2,B,19,9.33
12231,Task1,C,15,6.62
12232,Task2,D,30,5.53
12233,Task2,A,3,5.31
12234,Task2,B,19,3.84
12235,Task2,C,25,3.77
12236,Task2,D,27,13.46
12237,Task2,A,59,14.52
12238,Task2,B,27,4.72
12239,Task2,C,16,11.2
12240,Task1,D,29,12.9
12241,Task1,A,4,2.09
12242,Task2,B,43,14.32
12243,Task1,C,3,3.23
12244,Task1,D,13,6.97
12245,Task2,A,34,18.37
12246,Task1,B,9,2.73
12247,Task2,C,13,5.14
12248,Task2,D,55,14.53
12249,Task2,A,18,1.99
12250,Task2,B,48,11.23
12251,Task2,C,63,10.17
12252,Task2,D,49,20.28
12253,Task2,A,52,13.17
12254,Task2,B,21,8.29
12255,Task2,C,40,6.81
12256,Task2,D,27,4.29
12257,Task2,A,29,7.55
12258,Task2,B,22,6.37
12259,Task2,C,41,8.58
12260,Task2,D,30,7.58
12261,Task1,A,12,4.05
12262,Task1,B,18,8.4
12263,Task1,C,17,8.11
12264,Task1,D,4,1.81
12265,Task2,A,21,7.04
12266,Task1,B,7,4.16
12267,Task1,C,12,9.44
12268,Task2,D,78,19.54
12269,Task2,A,45,7.45
12270,Task2,B,17,11.68
12271,Task2,C,37,8.22
12272,Task1,D,11,3.55
12273,Task2,A,60,17.78
12274,Task1,B,7,3.69
12275,Task1,C,13,7.01
12276,Task2,D,35,12.36
12277,Task2,A,27,6.88
12278,Task2,B,48,11.05
12279,Task1,C,1,6.76
12280,Task2,D,29,7.39
12281,Task2,A,26,8.52
12282,Task2,B,81,55.34
12283,Task2,C,36,9.1
12284,Task2,D,52,12.04
12285,Task2,A,17,5.02
12286,Task2,B,31,9.6
12287,Task1,C,16,15.32
12288,Task1,D,9,4.39
12289,Task2,A,28,7.83
12290,Task2,B,65,11.27
12291,Task2,C,17,4.24
12292,Task2,D,18,6.64
12293,Task2,A,34,8.05
12294,Task2,B,52,17.78
12295,Task2,C,15,6.94
12296,Task2,D,48,10.48
12297,Task1,A,6,6.3
12298,Task2,B,15,6.09
12299,Task2,C,52,9.41
12300,Task2,D,11,2.63
12301,Task2,A,37,8.88
12302,Task1,B,2,1.2
12303,Task2,C,26,8.17
12304,Task2,D,34,6.64
12305,Task2,A,6,2.03
12306,Task2,B,53,8.97
12307,Task2,C,23,7.44
12308,Task1,D,2,1.94
12309,Task2,A,18,6.81
12310,Task1,B,8,7.23
12311,Task2,C,24,8.64
12312,Task1,D,4,2.57
12313,Task2,A,43,10.44
12314,Task1,B,11,3.17
12315,Task2,C,11,6.02
12316,Task2,D,19,4.7
12317,Task2,A,15,4.68
12318,Task2,B,52,10.18
12319,Task2,C,23,5.53
12320,Task1,D,6,1.49
12321,Task2,A,28,7.85
12322,Task2,B,54,9.94
12323,Task1,C,2,0.69
12324,Task2,D,41,11.72
12325,Task2,A,17,6.43
12326,Task2,B,28,5.41
12327,Task2,C,22,2.72
12328,Task1,D,2,4.56
12329,Task2,A,15,7.52
12330,Task1,B,11,4.52
12331,Task2,C,13,5
12332,Task2,D,40,6.81
12333,Task2,A,88,14.85
12334,Task2,B,16,4.83
12335,Task2,C,35,5.77
12336,Task2,D,35,10.24
12337,Task1,A,33,9.32
12338,Task2,B,56,19.66
12339,Task2,C,31,8.53
12340,Task2,D,13,4.61
12341,Task2,A,48,15.78
12342,Task2,B,45,17.8
12343,Task1,C,8,4.83
12344,Task2,D,16,4.88
12345,Task2,A,20,4.83
12346,Task2,B,43,19.79
12347,Task1,C,7,6.31
12348,Task1,D,6,4.5
12349,Task2,A,36,9.87
12350,Task1,B,11,4.39
12351,Task2,C,21,9.59
12352,Task1,D,12,6.19
12353,Task2,A,21,2.66
12354,Task2,B,15,3.02
12355,Task2,C,43,7.22
12356,Task2,D,23,12.32
12357,Task2,A,39,8.54
12358,Task2,B,39,14.15
12359,Task2,C,22,10.23
12360,Task2,D,35,7.11
12361,Task2,A,29,6.68
12362,Task2,B,27,6.17
12363,Task2,C,43,8.82
12364,Task2,D,50,16.97
12365,Task1,A,6,6.5
12366,Task2,B,42,4.86
12367,Task1,C,10,6.01
12368,Task2,D,35,7.52
12369,Task1,A,12,7.02
12370,Task2,B,53,17.48
12371,Task2,C,41,5.45
12372,Task2,D,20,6.96
12373,Task2,A,12,5.46
12374,Task2,B,76,18.21
12375,Task2,C,46,7.81
12376,Task2,D,28,8.35
12377,Task2,A,17,7.33
12378,Task2,B,32,5.11
12379,Task1,C,2,1.75
12380,Task2,D,45,13.16
12381,Task1,A,7,3.14
12382,Task1,B,17,8.88
12383,Task2,C,19,8.29
12384,Task2,D,62,10.69
12385,Task2,A,75,20.59
12386,Task2,B,56,7.83
12387,Task1,C,10,9.42
12388,Task2,D,36,7.41
12389,Task1,A,5,2.75
12390,Task2,B,20,5.11
12391,Task2,C,14,5.52
12392,Task1,D,5,4.68
12393,Task2,A,85,19.34
12394,Task2,B,36,8.36
12395,Task2,C,31,6.66
12396,Task2,D,16,5.45
12397,Task2,A,42,10.49
12398,Task1,B,15,7.48
12399,Task2,C,34,10.17
12400,Task2,D,19,6.94
12401,Task2,A,63,9.57
12402,Task2,B,14,2.5
12403,Task2,C,43,9.39
12404,Task1,D,6,5.77
12405,Task2,A,18,6.13
12406,Task2,B,34,11.9
12407,Task2,C,39,8.33
12408,Task2,D,54,9
12409,Task2,A,35,7.13
12410,Task1,B,2,2.91
12411,Task2,C,37,16.26
12412,Task2,D,22,5.47
12413,Task2,A,64,20.29
12414,Task2,B,23,4.17
12415,Task2,C,46,5.27
12416,Task2,D,31,11.34
12417,Task1,A,10,6.15
12418,Task2,B,15,4.28
12419,Task1,C,24,7.7
12420,Task2,D,63,9.85
12421,Task2,A,21,3.87
12422,Task2,B,34,15.08
12423,Task2,C,59,18.13
12424,Task1,D,7,3.83
12425,Task2,A,18,6.68
12426,Task1,B,11,6.14
12427,Task2,C,13,5.53
12428,Task1,D,8,6.19
12429,Task2,A,44,7.04
12430,Task2,B,29,8.49
12431,Task2,C,17,4.29
12432,Task2,D,18,2.66
12433,Task2,A,14,7.24
12434,Task2,B,17,5.55
12435,Task2,C,59,17.75
12436,Task2,D,20,6.63
12437,Task2,A,25,18.33
12438,Task2,B,54,18.73
12439,Task2,C,89,14.91
12440,Task2,D,53,8.64
12441,Task2,A,48,7.24
12442,Task1,B,4,4.66
12443,Task2,C,27,1.94
12444,Task2,D,12,2.07
12445,Task2,A,44,11.99
12446,Task1,B,3,3.42
12447,Task2,C,58,19.99
12448,Task2,D,26,5.33
12449,Task1,A,7,5.3
12450,Task2,B,41,7.38
12451,Task2,C,36,7.07
12452,Task2,D,16,3.95
12453,Task2,A,58,14.28
12454,Task2,B,67,15.96
12455,Task2,C,13,8.49
12456,Task2,D,39,16.88
12457,Task1,A,10,3.17
12458,Task2,B,9,4.74
12459,Task2,C,19,10.25
12460,Task2,D,28,5.84
12461,Task2,A,38,7.38
12462,Task2,B,15,2.54
12463,Task2,C,13,7.73
12464,Task2,D,23,6.67
12465,Task2,A,15,3.66
12466,Task2,B,54,13.45
12467,Task1,C,6,4.58
12468,Task1,D,6,6.07
12469,Task2,A,50,13.46
12470,Task2,B,23,5.39
12471,Task1,C,10,5.7
12472,Task1,D,2,1.7
12473,Task1,A,4,4.45
12474,Task2,B,45,8.17
12475,Task2,C,7,1.85
12476,Task2,D,31,7.05
12477,Task2,A,26,8.02
12478,Task2,B,12,2.67
12479,Task2,C,40,7.94
12480,Task2,D,20,4.19
12481,Task1,A,2,0.43
12482,Task2,B,17,3.94
12483,Task2,C,32,5.07
12484,Task2,D,19,5.19
12485,Task2,A,15,4.05
12486,Task2,B,59,8.96
12487,Task2,C,13,3.61
12488,Task2,D,19,6.37
12489,Task2,A,31,8.53
12490,Task2,B,27,5.19
12491,Task2,C,16,2.78
12492,Task1,D,8,7.58
12493,Task1,A,11,6.82
12494,Task1,B,2,0.7
12495,Task2,C,14,5.33
12496,Task2,D,30,13.55
12497,Task2,A,34,10.24
12498,Task2,B,46,11.19
12499,Task2,C,27,10.65
12500,Task2,D,26,8.43
12501,Task2,A,18,5.65
12502,Task2,B,20,2.65
12503,Task2,C,20,7.3
12504,Task2,D,28,3.86
12505,Task2,A,32,5.91
12506,Task2,B,23,5.37
12507,Task2,C,20,6.92
12508,Task2,D,18,8.36
12509,Task2,A,23,7.47
12510,Task1,B,4,2.58
12511,Task1,C,4,2.46
12512,Task2,D,16,5.43
12513,Task2,A,52,15.67
12514,Task2,B,28,7.22
12515,Task2,C,29,8.76
12516,Task2,D,34,5.94
12517,Task2,A,33,9.35
12518,Task1,B,6,7.78
12519,Task2,C,71,14.49
12520,Task2,D,39,16.4
12521,Task2,A,20,6.1
12522,Task2,B,18,11.58
12523,Task1,C,36,9.37
12524,Task2,D,34,5.85
12525,Task2,A,45,10.41
12526,Task2,B,27,10.48
12527,Task2,C,10,5.38
12528,Task1,D,20,9.74
12529,Task2,A,38,13
12530,Task2,B,33,6.23
12531,Task2,C,14,4.17
12532,Task1,D,11,9.48
12533,Task2,A,19,6.74
12534,Task2,B,21,4.59
12535,Task2,C,36,16.67
12536,Task2,D,18,9.78
12537,Task2,A,41,8.08
12538,Task2,B,38,7.03
12539,Task2,C,36,10.7
12540,Task2,D,60,14.91
12541,Task2,A,62,14.09
12542,Task1,B,2,0.93
12543,Task2,C,11,3.94
12544,Task2,D,12,3.34
12545,Task2,A,19,3.92
12546,Task1,B,7,7.45
12547,Task2,C,20,7.02
12548,Task1,D,11,5.29
12549,Task1,A,2,1.88
12550,Task2,B,49,12.01
12551,Task2,C,76,31.51
12552,Task2,D,45,11.76
12553,Task2,A,18,2.72
12554,Task2,B,32,7.99
12555,Task1,C,5,4.22
12556,Task2,D,62,18.49
12557,Task2,A,17,7.43
12558,Task2,B,17,4.72
12559,Task1,C,4,4.5
12560,Task2,D,47,14.79
12561,Task2,A,16,6.96
12562,Task2,B,51,10.18
12563,Task1,C,18,13.61
12564,Task2,D,67,11.48
12565,Task2,A,28,6.19
12566,Task2,B,44,16.02
12567,Task1,C,11,4.07
12568,Task2,D,32,5.71
12569,Task2,A,28,5.23
12570,Task1,B,11,8.31
12571,Task1,C,7,3.6
12572,Task2,D,28,5.17
12573,Task2,A,25,4.22
12574,Task2,B,26,8.87
12575,Task2,C,28,9.2
12576,Task2,D,21,9.69
12577,Task2,A,11,4.19
12578,Task1,B,3,1.6
12579,Task2,C,31,7.02
12580,Task1,D,3,3.14
12581,Task2,A,32,8.24
12582,Task2,B,31,4.72
12583,Task2,C,9,7.73
12584,Task2,D,40,10.76
12585,Task2,A,27,5.18
12586,Task2,B,15,5.9
12587,Task1,C,4,3.82
12588,Task2,D,18,9.3
12589,Task2,A,26,5.18
12590,Task2,B,44,8.31
12591,Task2,C,46,10.43
12592,Task2,D,18,4.05
12593,Task2,A,11,6.14
12594,Task2,B,51,19.03
12595,Task2,C,17,5.63
12596,Task1,D,8,5.29
12597,Task2,A,20,6.55
12598,Task2,B,11,3.72
12599,Task1,C,15,5.82
12600,Task2,D,55,17.43
12601,Task2,A,12,3.41
12602,Task1,B,20,13.62
12603,Task2,C,21,8.08
12604,Task2,D,25,5.48
12605,Task2,A,69,11.99
12606,Task1,B,9,7.51
12607,Task1,C,6,6.32
12608,Task2,D,18,3.45
12609,Task2,A,12,6.84
12610,Task1,B,9,9.13
12611,Task1,C,6,3.24
12612,Task2,D,39,7.56
12613,Task2,A,22,6.65
12614,Task2,B,18,4.57
12615,Task2,C,12,10.49
12616,Task2,D,8,3.15
12617,Task2,A,71,14
12618,Task2,B,18,2.71
12619,Task2,C,19,7.01
12620,Task2,D,49,16.55
12621,Task2,A,40,11.28
12622,Task2,B,22,6.39
12623,Task2,C,18,5.15
12624,Task1,D,6,6.64
12625,Task2,A,28,11.01
12626,Task2,B,40,15.44
12627,Task1,C,13,7.68
12628,Task2,D,21,3.81
12629,Task2,A,20,11.33
12630,Task1,B,6,2.27
12631,Task2,C,15,5.63
12632,Task2,D,18,5.12
12633,Task2,A,76,21.91
12634,Task2,B,19,5.83
12635,Task2,C,32,12.33
12636,Task2,D,20,5.51
12637,Task2,A,50,13.68
12638,Task2,B,31,11.21
12639,Task2,C,31,8.94
12640,Task2,D,23,5.85
12641,Task2,A,24,9.6
12642,Task2,B,13,5.13
12643,Task2,C,34,8.36
12644,Task2,D,13,2.45
12645,Task2,A,45,21.11
12646,Task2,B,50,11.06
12647,Task1,C,12,5.81
12648,Task2,D,18,3.94
12649,Task2,A,14,6.54
12650,Task2,B,24,6.74
12651,Task2,C,27,13.52
12652,Task1,D,4,2.32
12653,Task2,A,12,10.48
12654,Task2,B,11,4.07
12655,Task1,C,20,11.13
12656,Task2,D,51,8.48
12657,Task2,A,31,5.57
12658,Task1,B,4,3.12
12659,Task2,C,21,16.33
12660,Task2,D,77,10.77
12661,Task2,A,32,11.84
12662,Task2,B,46,18.3
12663,Task1,C,13,5.1
12664,Task2,D,18,6.18
12665,Task1,A,35,8.3
12666,Task2,B,41,7.16
12667,Task2,C,22,6.08
12668,Task1,D,5,6.57
12669,Task2,A,14,5.46
12670,Task1,B,3,3.59
12671,Task2,C,7,2.28
12672,Task2,D,15,3.03
12673,Task2,A,38,10.66
12674,Task2,B,7,14.97
12675,Task2,C,18,4.41
12676,Task2,D,27,6.99
12677,Task2,A,37,14.61
12678,Task2,B,23,7.9
12679,Task2,C,42,13.11
12680,Task2,D,38,8.22
12681,Task2,A,59,12.08
12682,Task2,B,30,7.59
12683,Task1,C,8,5.31
12684,Task2,D,31,6.38
12685,Task2,A,63,11.71
12686,Task1,B,14,6.75
12687,Task2,C,51,17.75
12688,Task1,D,7,5.31
12689,Task1,A,12,9.39
12690,Task2,B,26,5.69
12691,Task2,C,69,15.2
12692,Task1,D,10,6.03
12693,Task2,A,31,5.68
12694,Task2,B,34,11.53
12695,Task2,C,44,12.24
12696,Task2,D,15,8.11
12697,Task2,A,22,4.02
12698,Task2,B,28,8.3
12699,Task2,C,38,9.6
12700,Task2,D,8,4.74
12701,Task2,A,16,4.22
12702,Task1,B,2,2.44
12703,Task2,C,34,6.35
12704,Task1,D,4,6.15
12705,Task2,A,21,12.79
12706,Task1,B,2,1.06
